"","x","y"
"1",69500,0.071593368228718
"2",83300,0.0755114106348804
"3",83400,0.0755377958506485
"4",83400,0.0755377958506485
"5",83500,0.0755641516001033
"6",92300,0.0777665637888963
"7",92600,0.0778375178785312
"8",107600,0.0810263872132027
"9",112900,0.0819801704810988
"10",116300,0.08254298619338
"11",116800,0.0826224817332456
"12",122500,0.0834687179322966
"13",125800,0.0839076069222843
"14",127300,0.0840945679826307
"15",127700,0.0841430928083309
"16",130300,0.0844447643445343
"17",131500,0.0845759239888806
"18",131500,0.0845759239888806
"19",135800,0.0850036322930375
"20",136100,0.0850309882299911
"21",143500,0.0856017380617723
"22",144700,0.0856752546478436
"23",146500,0.0857754482725011
"24",147500,0.0858258601878689
"25",150500,0.0859544422769477
"26",151700,0.0859963046686003
"27",152300,0.0860151739962716
"28",153900,0.0860587465098693
"29",153900,0.0860587465098693
"30",155200,0.0860868962379506
"31",156000,0.0861009738082871
"32",156700,0.0861112570735651
"33",158300,0.0861276065245848
"34",159100,0.0861320354285131
"35",163700,0.0861086691311238
"36",164400,0.0860977716926543
"37",164900,0.0860887930478151
"38",165300,0.086080892047065
"39",165700,0.0860723518612159
"40",166000,0.0860655267638287
"41",166500,0.0860533506575595
"42",166600,0.086050795179517
"43",167700,0.086020034484701
"44",167700,0.086020034484701
"45",169100,0.0859738374248352
"46",169700,0.0859516146059223
"47",170300,0.0859279333461966
"48",170400,0.0859238444825937
"49",171700,0.0858669898292232
"50",172100,0.0858481112753151
"51",172300,0.0858384271329683
"52",172600,0.0858235945497192
"53",173200,0.0857928251850513
"54",174200,0.0857382647272653
"55",174900,0.0856976284192708
"56",175000,0.0856916586235438
"57",175200,0.0856795954474423
"58",179100,0.085411284940571
"59",179700,0.0853643938300875
"60",181000,0.0852576314001349
"61",181400,0.0852233561353953
"62",181600,0.0852059664955356
"63",182400,0.0851347254969324
"64",182800,0.085098094100593
"65",183500,0.0850323643887333
"66",186200,0.084759390470218
"67",187300,0.0846392846924728
"68",187400,0.0846281096516987
"69",187500,0.0846168918331759
"70",188600,0.0844906688373658
"71",190300,0.0842819309942227
"72",190300,0.0842819309942227
"73",190600,0.084243117871394
"74",191800,0.0840820673592429
"75",193200,0.0838826940919479
"76",194400,0.0837022357785349
"77",195500,0.0835292741240673
"78",195900,0.0834646278990567
"79",196100,0.0834319592841355
"80",197600,0.0831797264666088
"81",197700,0.0831624646923087
"82",199400,0.0828607132399977
"83",199900,0.0827690371418288
"84",200300,0.0826947603960948
"85",201400,0.0824862861964595
"86",203100,0.0821522964176169
"87",203400,0.0820919123230205
"88",204500,0.0818669061541551
"89",204600,0.0818461748568071
"90",204800,0.0818045761072847
"91",205100,0.0817418396752746
"92",205800,0.0815938953050328
"93",206300,0.0814869049520716
"94",206900,0.0813570965927369
"95",206900,0.0813570965927369
"96",207600,0.0812037335605879
"97",210500,0.0805473588455802
"98",211600,0.0802900106133347
"99",212400,0.0801001224324445
"100",213100,0.0799321503726887
"101",213800,0.0797625295499625
"102",214900,0.0794927657323488
"103",215300,0.0793937255046033
"104",215400,0.0793688886047967
"105",217200,0.0789167500902582
"106",218300,0.0786359312606859
"107",219500,0.0783259411245397
"108",219700,0.0782739227635577
"109",220800,0.0779860998250266
"110",221900,0.0776954969987006
"111",222100,0.0776423758723122
"112",222500,0.0775358806622997
"113",222500,0.0775358806622997
"114",222900,0.0774290555691811
"115",223100,0.0773755220889102
"116",223700,0.0772144512210259
"117",223800,0.0771875389279685
"118",223900,0.0771606078193116
"119",225100,0.0768360173573071
"120",229200,0.0757099707028875
"121",229900,0.0755155514615343
"122",231500,0.0750693349742401
"123",231900,0.0749574330065914
"124",232200,0.0748734263804497
"125",233700,0.0744524999809618
"126",234900,0.0741149115075406
"127",235100,0.0740585922941278
"128",235500,0.0739459171614113
"129",235800,0.073861383060833
"130",236400,0.073692259718708
"131",237600,0.0733538972693126
"132",237900,0.0732693043722937
"133",239000,0.0729592151054283
"134",240800,0.0724524692928568
"135",243100,0.0718073094327405
"136",243200,0.0717793420681246
"137",244500,0.0714165518115877
"138",244800,0.0713330569963133
"139",245500,0.0711386025602738
"140",247400,0.0706137172043308
"141",248800,0.0702188838343021
"142",249000,0.0701609236285707
"143",250000,0.0698655687987051
"144",251100,0.0695304626825251
"145",251200,0.0694994914146655
"146",251600,0.0693747898424007
"147",252300,0.0691535012173631
"148",252500,0.0690895812990475
"149",252700,0.0690253605428767
"150",253300,0.0688309361846914
"151",253900,0.0686339588606606
"152",254400,0.0684679445469838
"153",255200,0.0681989689399483
"154",256900,0.0676148353426944
"155",257700,0.0673346285423748
"156",258400,0.0670869549434615
"157",258600,0.0670157911194934
"158",258800,0.0669444574169198
"159",259000,0.0668729581294865
"160",259300,0.066765408119294
"161",259400,0.0667294799750247
"162",259900,0.0665492773494605
"163",260200,0.0664407255726045
"164",260200,0.0664407255726045
"165",260800,0.0662227216919756
"166",261600,0.065930352825008
"167",261900,0.065820264666423
"168",262000,0.0657835183820378
"169",263700,0.065155563661177
"170",263900,0.065081348803556
"171",264100,0.0650070778515955
"172",264300,0.0649327550990417
"173",265600,0.0644486911048014
"174",265700,0.0644114060892025
"175",266100,0.0642622277674231
"176",266900,0.0639637991162173
"177",267800,0.0636282395340387
"178",267800,0.0636282395340387
"179",268000,0.0635537329549213
"180",269000,0.0631817648460238
"181",269200,0.0631075142378034
"182",271100,0.0624056175047774
"183",271700,0.0621856379810626
"184",271900,0.0621125284716642
"185",272200,0.0620030824034178
"186",272700,0.0618212899264931
"187",272800,0.0617850289070952
