"","ZIP","CAPACITY","COUNT","Income","Perc_White","Perc_Male","Total_Occ_House","Adoption_Rate"
"400","08067",1595.64,152,587,85.6,52,587,0.258943781942078
"401","08068",1437.805,166,2812,54.7,46.8,2812,0.0590327169274538
"402","08069",3907.235,426,4720,65,48.2,4720,0.0902542372881356
"403","08070",5446.987,542,5000,91.1,48.4,5000,0.1084
"404","08071",1644.914,201,3544,92.4,46.5,3544,0.0567155756207675
"405","08072",213.975,22,100,77.7,35.5,100,0.22
"406","08073",6.24,1,46,65.7,46.3,46,0.0217391304347826
"407","08074",73.49,7,0,100,46.7,0,Inf
"408","08075",4266.697,517,10947,81.4,47.5,10947,0.0472275509271947
"409","08077",3361.396,384,6898,90.6,49.2,6898,0.0556683096549725
"410","08078",1867.877,241,3149,81,47.1,3149,0.0765322324547475
"411","08079",5151.711,441,3870,60.7,47.2,3870,0.113953488372093
"412","08080",11685.073,1222,13396,85.4,48.6,13396,0.0912212600776351
"413","08081",18407.235,2122,16791,53.2,48.9,16791,0.126377225894825
"414","08082",3.6,1,NA,NA,NA,NA,NA
"415","08083",2807.76,328,3718,74,47.4,3718,0.0882194728348575
"416","08084",1690.561,203,2551,79.2,50.3,2551,0.0795766366130929
"417","08085",9812.13,1023,6755,78.5,48.5,6755,0.151443375277572
"418","08086",1959.658,215,3158,81.8,49.3,3158,0.0680810639645345
"419","08087",15286.865,1909,10917,94.9,49.4,10917,0.174864889621691
"420","08088",9326.237,845,9269,93.6,49.6,9269,0.091164095371669
"421","08089",2402.78,224,1502,81.4,50.7,1502,0.1491344873502
"422","08090",2539.776,320,2775,86.6,52.8,2775,0.115315315315315
"423","08091",1882.376,211,1957,65.9,48.5,1957,0.107818088911599
"424","08092",2233.41,208,1377,97.2,50.2,1377,0.151053013798112
"425","08093",1713.435,223,3663,79.1,46.5,3663,0.0608790608790609
"426","08094",17273.046,1850,14659,79.8,50.3,14659,0.126202333037724
"427","08095",257.74,22,17,100,0,17,1.29411764705882
"428","08096",7391.157,882,13717,73.7,47.4,13717,0.0642997740030619
"429","08097",673.84,74,1148,87.5,47.9,1148,0.0644599303135888
"430","08098",4767.994,398,3269,88.2,48.6,3269,0.12174977057204
"431","08102",39,5,2415,27.9,50,2415,0.0020703933747412
"432","08103",83.29,12,4726,17.5,48.7,4726,0.00253914515446466
"433","08104",115.95,20,8350,18.5,44,8350,0.00239520958083832
"434","08105",839.94,130,8741,29.7,47.6,8741,0.0148724402242306
"435","08106",1394.239,162,3793,92.9,47.6,3793,0.0427102557342473
"436","08107",1057.865,156,5335,68.3,47.7,5335,0.029240862230553
"437","08108",1321.218,211,7631,90.4,47.8,7631,0.0276503734766086
"438","08109",3957.281,531,8422,60.9,47.8,8422,0.0630491569698409
"439","08110",3228.28,450,5687,33.1,48.2,5687,0.0791278354141023
"440","08195",7.04,1,NA,NA,NA,NA,NA
"441","08201",4847.706,542,3900,67.5,48.4,3900,0.138974358974359
"442","08202",469.111,70,809,99.5,48.2,809,0.0865265760197775
"443","08203",3146.725,397,4052,91.4,45.8,4052,0.0979763079960513
"444","08204",8542.946,981,7735,92.4,50.9,7735,0.126826115061409
"445","08205",10754.377,1310,10210,67.8,47.1,10210,0.128305582761998
"446","08210",8317.686,833,6381,82.7,49.8,6381,0.130543801911926
"447","08212",179.19,28,92,98.9,39.8,92,0.304347826086957
"448","08213",204.065,18,NA,NA,NA,NA,NA
"449","08214",362.69,33,NA,NA,NA,NA,NA
"450","08215",6338.389,605,5310,74.1,52.8,5310,0.113935969868173
"451","08217",382.78,36,0,81.2,78.8,0,Inf
"452","08218",215.485,20,NA,NA,NA,NA,NA
"453","08219",313.405,31,NA,NA,NA,NA,NA
"454","08220",142.42,13,NA,NA,NA,NA,NA
"455","08221",2581.267,259,2509,88.6,46.3,2509,0.103228377839777
"456","08223",2540.747,254,1806,99.1,46.4,1806,0.140642303433001
"457","08224",516.23,46,185,83.2,49.7,185,0.248648648648649
"458","08225",4211.36,505,2863,88.9,46.3,2863,0.176388403772267
"459","08226",1646.77,239,5253,92.2,46.5,5253,0.0454978107747954
"460","08228",4.94,1,NA,NA,NA,NA,NA
"461","08230",2768.644,258,2085,97.2,47.8,2085,0.123741007194245
"462","08231",172.11,12,NA,NA,NA,NA,NA
"463","08232",6240.484,855,6250,36.5,45.7,6250,0.1368
"464","08233",17.64,2,NA,NA,NA,NA,NA
"465","08234",24828.022,2753,13914,67.9,47.9,13914,0.197858272243783
"466","08240",611.59,72,0,84,39.3,0,Inf
"467","08241",1266.94,110,404,97,49.1,404,0.272277227722772
"468","08242",2105.33,240,1274,93.9,44.2,1274,0.188383045525903
"469","08243",260.375,49,1111,98.8,47.9,1111,0.0441044104410441
"470","08244",2406.21,305,4425,80.7,45.9,4425,0.0689265536723164
"471","08245",329.45,26,NA,NA,NA,NA,NA
"472","08246",253.575,23,52,60.4,49.1,52,0.442307692307692
"473","08247",233.925,36,498,99.6,44.1,498,0.072289156626506
"474","08248",62.9,9,55,100,62,55,0.163636363636364
"475","08249",7.25,1,NA,NA,NA,NA,NA
"476","08250",80.4,12,NA,NA,NA,NA,NA
"477","08251",7012.61,897,4134,94.5,49,4134,0.216981132075472
"478","08252",238.28,23,NA,NA,NA,NA,NA
"479","08255",8.84,1,NA,NA,NA,NA,NA
"480","08257",6.5,1,NA,NA,NA,NA,NA
"481","08260",3937.823,579,6103,92.1,47.1,6103,0.0948713747337375
"482","08266",11.7,1,NA,NA,NA,NA,NA
"483","08270",3078.031,293,3014,88.5,52.8,3014,0.0972130059721301
"484","08300",10.71,1,NA,NA,NA,NA,NA
"485","08302",10668.578,1023,13927,61.9,51.6,13927,0.073454441013858
"486","08304",4.35,1,NA,NA,NA,NA,NA
"487","08310",897.92,82,577,96,56.2,577,0.1421143847487
"488","08311",1303.295,121,647,75.7,49.1,647,0.187017001545595
"489","08312",3381.12,412,2967,78,47.4,2967,0.138860802157061
"490","08313",69.86,6,NA,NA,NA,NA,NA
"491","08314",193.67,19,174,32.6,88.6,174,0.109195402298851
"492","08315",86.205,8,NA,NA,NA,NA,NA
"493","08316",346.55,33,99,89.2,44.8,99,0.333333333333333
"494","08317",868.096,77,525,76.7,45.4,525,0.146666666666667
"495","08318",5281.018,482,4545,90,50.5,4545,0.106050605060506
"496","08319",1295.343,104,414,95.6,53.5,414,0.251207729468599
"497","08320",116.56,9,0,24.9,100,0,Inf
"498","08321",108.9,17,83,100,60.2,83,0.204819277108434
"499","08322",5237.347,477,3688,87,50.4,3688,0.129338394793926
"500","08323",197.235,19,231,89.1,47.1,231,0.0822510822510823
"501","08324",245.429,19,108,96.8,59.9,108,0.175925925925926
"502","08326",707.505,73,474,79.6,54.8,474,0.154008438818565
"503","08327",508.375,54,175,33.8,95.3,175,0.308571428571429
"504","08328",441.786,43,526,91.6,45.3,526,0.0817490494296578
"505","08329",52.93,6,152,73.3,45.5,152,0.0394736842105263
"506","08330",10961.856,1220,10566,63.1,49.3,10566,0.115464698088207
"507","08332",12106.131,1334,13741,76.1,48.4,13741,0.0970817262207991
"508","08337",3.24,1,NA,NA,NA,NA,NA
"509","08340",750.125,59,453,90.9,53.4,453,0.130242825607064
"510","08341",492.25,53,1032,64.5,46.7,1032,0.0513565891472868
"511","08342",152.91,15,NA,NA,NA,NA,NA
"512","08343",2910.545,252,1718,89.7,47.3,1718,0.146682188591385
"513","08344",2197.825,206,1812,92.8,44.2,1812,0.113686534216336
"514","08345",444.915,42,231,88,49.4,231,0.181818181818182
"515","08346",602.395,59,292,45.9,52.8,292,0.202054794520548
"516","08347",135.86,11,NA,NA,NA,NA,NA
"517","08348",150.365,13,62,100,38.1,62,0.209677419354839
"518","08349",695.644,69,697,82.4,44.9,697,0.0989956958393113
"519","08350",414.24,38,232,93.4,47.1,232,0.163793103448276
"520","08351",29.6,2,NA,NA,NA,NA,NA
"521","08352",35.95,3,164,57.2,50.1,164,0.0182926829268293
"522","08353",106.22,12,152,85,40.6,152,0.0789473684210526
"523","08356",12.4,1,NA,NA,NA,NA,NA
"524","08358",7.521,1,NA,NA,NA,NA,NA
"525","08360",5914.663,816,14631,69,48,14631,0.0557719909780603
"526","08361",1628.328,241,6489,77.9,48.4,6489,0.0371397750038527
"527","08400",2.6,1,NA,NA,NA,NA,NA
"528","08401",2053.213,326,15504,29.6,50.4,15504,0.0210268317853457
"529","08402",1437.229,206,2933,94.2,49.6,2933,0.0702352540061371
"530","08403",232.615,30,464,98.4,45.6,464,0.0646551724137931
"531","08405",5.4,1,NA,NA,NA,NA,NA
"532","08406",2367.125,316,4366,80.4,49.2,4366,0.0723774622079707
"533","08501",2069.515,206,2355,85.4,49.1,2355,0.0874734607218684
"534","08502",2115.81,217,3612,53.4,51.2,3612,0.060077519379845
"535","08504",32.08,3,NA,NA,NA,NA,NA
"536","08505",4734.771,560,6880,75.7,47.8,6880,0.0813953488372093
"537","08510",882.358,69,1812,89.8,49.6,1812,0.0380794701986755
"538","08511",431.726,40,383,84.4,50.7,383,0.10443864229765
"539","08512",2560.54,197,4078,66.8,48.3,4078,0.0483079941147621
"540","08514",1516.523,135,1894,94.2,46.8,1894,0.0712777191129884
"541","08515",2268.057,246,1702,67.6,54.6,1702,0.144535840188014
"542","08518",1174.395,141,2255,71.1,45.7,2255,0.0625277161862528
"543","08520",3393.124,400,9281,69.5,48.6,9281,0.0430988040081888
"544","08521",9.36,1,NA,NA,NA,NA,NA
"545","08525",1131.183,109,1864,96.7,53.5,1864,0.0584763948497854
"546","08526",23.528,2,NA,NA,NA,NA,NA
"547","08527",15233.334,1620,20389,87.7,48.7,20389,0.0794546078767963
"548","08528",77.37,10,64,44.6,37.6,64,0.15625
"549","08530",1089.214,108,3084,88.8,52.8,3084,0.0350194552529183
"550","08533",1852.827,168,2440,96.4,50,2440,0.0688524590163934
"551","08534",2115.74,219,4739,81.3,48.5,4739,0.0462122810719561
"552","08535",1007.74,86,1583,88,48.1,1583,0.0543272267845862
"553","08536",2354.062,275,7805,27.5,49.4,7805,0.0352338244714926
"554","08540",4574.505,464,17485,61.8,48.7,17485,0.0265370317414927
"555","08542",57.32,8,1733,70,57.8,1733,0.00461627236006924
"556","08543",45,1,NA,NA,NA,NA,NA
"557","08544",4.76,1,NA,NA,NA,NA,NA
"558","08546",11.93,1,NA,NA,NA,NA,NA
"559","08550",3419.412,352,6657,50.6,48.2,6657,0.0528766711732011
"560","08551",1370.523,131,1797,90.5,45.1,1797,0.0728992765720645
"561","08552",55.62,7,NA,NA,NA,NA,NA
"562","08553",124.665,13,243,90.1,50.8,243,0.0534979423868313
"563","08554",355.54,41,1494,80.2,48.4,1494,0.0274431057563588
"564","08555",79.325,9,294,90.2,51.2,294,0.0306122448979592
"565","08556",24.206,4,NA,NA,NA,NA,NA
"566","08557",35.675,4,NA,NA,NA,NA,NA
"567","08558",1285.709,118,2578,71.8,49.7,2578,0.0457719162141195
"568","08559",1122.397,103,2118,96.6,49.8,2118,0.0486307837582625
"569","08560",1087.221,100,1367,80.4,47.6,1367,0.0731528895391368
"570","08561",27.555,2,102,40.3,43.7,102,0.0196078431372549
"571","08562",1205.14,111,1768,77.8,52.1,1768,0.0627828054298643
"572","08570",9.69,1,NA,NA,NA,NA,NA
"573","08574",17.6,1,NA,NA,NA,NA,NA
"574","08579",11.02,1,NA,NA,NA,NA,NA
"575","08601",6.11,1,NA,NA,NA,NA,NA
"576","08602",12,1,NA,NA,NA,NA,NA
"577","08608",8.475,2,539,12.7,45,539,0.00371057513914657
"578","08609",198.33,27,4163,39.2,51.3,4163,0.00648570742253183
"579","08610",4597.489,632,11145,67,50.7,11145,0.0567070435172723
"580","08611",300.88,52,8306,60.8,52,8306,0.00626053455333494
"581","08618",1659.539,236,13061,31.1,47.4,13061,0.0180690605619784
"582","08619",3720.131,445,8709,80.7,46.9,8709,0.051096566770008
"583","08620",2375.552,289,4055,84.3,53,4055,0.0712700369913687
"584","08628",1386.338,157,3786,73.2,49.9,3786,0.0414685684099313
"585","08629",626.415,105,4077,41.5,50.9,4077,0.0257542310522443
"586","08637",5.46,1,NA,NA,NA,NA,NA
"587","08638",2219.16,302,8031,50.3,46.9,8031,0.037604283401818
"588","08640",5330.325,471,903,50.9,82.9,903,0.521594684385382
"589","08641",44.73,5,1162,72.8,55.2,1162,0.00430292598967298
"590","08645",4.35,1,NA,NA,NA,NA,NA
"591","08648",3705.078,461,11588,69.3,48.3,11588,0.0397825336555057
"592","08650",25.48,2,NA,NA,NA,NA,NA
"593","08652",26.95,1,NA,NA,NA,NA,NA
"594","08690",3558.376,426,6909,88.3,46.2,6909,0.0616587060356057
"595","08691",3070.455,330,6281,75.5,46.4,6281,0.0525394045534151
"596","08701",15010.165,1426,23781,91.4,49.7,23781,0.0599638366763383
"597","08720",204.445,21,252,98.6,47.4,252,0.0833333333333333
"598","08721",8048.662,931,7382,89.2,49.6,7382,0.126117583310756
"599","08722",3720.945,446,3740,91.9,51,3740,0.119251336898396
"600","08723",8423.447,1007,13021,91,48.8,13021,0.0773366100913908
"601","08724",7854.536,943,16510,91.6,49.1,16510,0.0571168988491823
"602","08725",10.73,1,NA,NA,NA,NA,NA
"603","08729",12.22,1,NA,NA,NA,NA,NA
"604","08730",465.037,62,1755,95.7,49.1,1755,0.0353276353276353
"605","08731",5914.276,673,7618,95.7,48.9,7618,0.0883433972171174
"606","08732",210.586,24,598,88.9,46.9,598,0.040133779264214
"607","08733",1636.921,208,927,80.1,48.6,927,0.224379719525351
"608","08734",2610.7,291,3373,99.3,43.7,3373,0.0862733471686926
"609","08735",416.514,64,2026,98.2,46.8,2026,0.0315893385982231
"610","08736",1732.698,228,4904,96.8,51.4,4904,0.0464926590538336
"611","08738",149.79,19,618,92.9,50.2,618,0.0307443365695793
"612","08739",91.49,12,NA,NA,NA,NA,NA
"613","08740",254.493,38,691,96.1,43.8,691,0.0549927641099855
"614","08741",708.492,82,995,95.3,46.6,995,0.0824120603015075
"615","08742",4599.052,582,9807,96.6,49.3,9807,0.0593453655552157
"616","08750",412.619,53,1295,99.9,47.5,1295,0.0409266409266409
"617","08751",250.254,39,2059,79.8,50.2,2059,0.0189412336085478
"618","08752",502.733,80,1185,97.6,51.4,1185,0.0675105485232067
"619","08753",17963.049,2141,23261,87.1,48.7,23261,0.0920424745281802
"620","08754",19.32,2,NA,NA,NA,NA,NA
"621","08755",5729.108,588,10273,83.5,46.8,10273,0.0572374184756157
"622","08756",8.83,1,NA,NA,NA,NA,NA
"623","08757",11227.334,1627,16599,88.4,43.7,16599,0.0980179528887282
"624","08758",2422.351,309,3537,97.1,49.7,3537,0.087362171331637
"625","08759",13703.751,1469,19376,92.3,42.1,19376,0.0758154417836499
"626","08768",5.2,1,NA,NA,NA,NA,NA
"627","08801",813.441,77,2564,74.2,60,2564,0.0300312012480499
"628","08802",856.638,79,1399,95.8,47.8,1399,0.0564689063616869
"629","08803",51.01,5,NA,NA,NA,NA,NA
"630","08804",530.935,48,972,96.4,53.1,972,0.0493827160493827
"631","08805",1116.396,165,4161,77,47.3,4161,0.0396539293439077
"632","08807",4415.555,540,13183,68.1,48.2,13183,0.0409618448001214
"633","08808",20.075,2,85,100,59.4,85,0.0235294117647059
"634","08809",647.915,65,2202,77.4,49.1,2202,0.0295186194368756
"635","08810",1371.226,173,3096,28.7,50,3096,0.0558785529715762
"636","08812",1626.862,213,4563,61.5,48.8,4563,0.0466798159105851
"637","08815",5.72,1,NA,NA,NA,NA,NA
"638","08816",6396.952,804,16435,65.6,47.3,16435,0.0489199878308488
"639","08817",4624.578,634,15564,42.1,50.9,15564,0.0407350295553842
"640","08820",4705.321,528,12891,23.8,48.6,12891,0.0409588084710263
"641","08821",53.053,5,145,89,52.1,145,0.0344827586206897
"642","08822",3986.315,392,11159,87,47.7,11159,0.0351285957523076
"643","08823",1095.086,116,3662,34,45.5,3662,0.0316766794101584
"644","08824",2549.467,327,4055,51.8,49.7,4055,0.0806411837237978
"645","08825",990.694,95,1705,96.8,50.7,1705,0.0557184750733138
"646","08826",780.194,75,2087,92.3,50.7,2087,0.0359367513176809
"647","08827",796.457,71,1689,96.6,49.9,1689,0.0420367081113085
"648","08828",241.18,25,956,87,49.7,956,0.0261506276150628
"649","08829",235.481,29,1502,92.5,51.6,1502,0.0193075898801598
"650","08830",2439.938,361,6431,32.1,48.1,6431,0.0561343492458405
"651","08831",9083.514,946,21111,75.4,47.5,21111,0.0448107621619061
"652","08832",315.37,44,1052,68.1,57.7,1052,0.0418250950570342
"653","08833",1331.643,119,3151,94.5,49.4,3151,0.0377657886385275
"654","08834",5.5,1,NA,NA,NA,NA,NA
"655","08835",1909.975,282,3761,80.1,47.3,3761,0.0749800584950811
"656","08836",499.785,50,1327,84.1,45.5,1327,0.0376789751318764
"657","08837",1484.518,186,6100,43.8,50.8,6100,0.0304918032786885
"658","08840",1730.294,232,6073,69,48.3,6073,0.0382018771612053
"659","08844",8479.993,885,13803,72.2,49.3,13803,0.0641164964138231
"660","08846",1971.101,248,4868,64.3,49.7,4868,0.0509449465899754
"661","08848",1650.575,151,3172,99,52.1,3172,0.0476040353089533
"662","08850",370.553,38,2827,89.4,49.3,2827,0.0134418111071808
"663","08852",2430.538,260,6736,36.2,51.2,6736,0.0385985748218527
"664","08853",774.371,76,1769,85.9,49.2,1769,0.0429621254946297
"665","08854",8822.694,1181,16176,34.8,51.2,16176,0.0730093966369931
"666","08855",19.67,3,NA,NA,NA,NA,NA
"667","08857",5394.468,640,14872,77,48.7,14872,0.0430338891877353
"668","08858",174.854,12,35,100,68.5,35,0.342857142857143
"669","08859",4616.816,581,8446,63.1,48.7,8446,0.0687899597442576
"670","08861",4900.355,753,16684,79.3,49.4,16684,0.0451330616159194
"671","08862",9.8,1,NA,NA,NA,NA,NA
"672","08863",2249.168,324,4268,64.1,50.1,4268,0.0759137769447048
"673","08865",2694.2,321,11755,84.7,48.3,11755,0.0273075287111867
"674","08867",1375.143,111,1819,93.6,50.1,1819,0.0610225398570643
"675","08869",969.795,129,2995,73.3,48.9,2995,0.0430717863105175
"676","08870",1.8,1,NA,NA,NA,NA,NA
"677","08872",3277.383,403,7262,64.6,47.8,7262,0.0554943541724043
"678","08873",10350.348,1301,20419,44.3,48.7,20419,0.0637151672461923
"679","08875",17.87,2,NA,NA,NA,NA,NA
"680","08876",1569.196,210,8282,78.2,49,8282,0.025356194156001
"681","08877",9.2,1,NA,NA,NA,NA,NA
"682","08879",3366.28,467,8645,70.6,50.6,8645,0.0540196645459803
"683","08880",704.135,109,1590,62.9,52.8,1590,0.0685534591194969
"684","08882",398.76,41,5752,79.3,50.4,5752,0.00712795549374131
"685","08884",1751.319,215,3207,84.2,48.6,3207,0.0670408481446835
"686","08885",9.154,2,NA,NA,NA,NA,NA
"687","08886",967.79,100,2555,83.9,46.7,2555,0.0391389432485323
"688","08887",36.23,5,501,91.7,42.9,501,0.00998003992015968
"689","08888",57.58,5,NA,NA,NA,NA,NA
"690","08889",1198.84,105,4233,93.6,49,4233,0.0248051027639972
"691","08899",13.23,1,NA,NA,NA,NA,NA
"692","08901",1161.621,179,15328,63.6,47.9,15328,0.0116779749478079
"693","08902",4409.522,535,14488,46,49.3,14488,0.0369271120927664
"694","08903",8.75,1,NA,NA,NA,NA,NA
"695","08904",781.552,115,5735,66.7,47.8,5735,0.020052310374891
"696","08906",52.2,6,NA,NA,NA,NA,NA
"697","08944",5.61,1,NA,NA,NA,NA,NA
"698","092703",5.8,1,NA,NA,NA,NA,NA
"699","092707",5.8,1,NA,NA,NA,NA,NA
"700","092711",7.83,1,NA,NA,NA,NA,NA
"701","094105",3.99,1,NA,NA,NA,NA,NA
"702",NA,37.14,9,NA,NA,NA,NA,NA
