"","ZIP","TPO_FREQ"
"164","07524",0.796875
"165","07574",1
"166","07601",0.746887966804979
"167","07603",0.77319587628866
"168","07604",0.770408163265306
"169","07605",0.630434782608696
"170","07606",0.607142857142857
"171","07607",0.757281553398058
"172","07620",0.4375
"173","07621",0.737864077669903
"174","07624",0.695652173913043
"175","07626",0.588235294117647
"176","07627",0.411764705882353
"177","07628",0.793969849246231
"178","07630",0.603174603174603
"179","07631",0.736040609137056
"180","07632",0.484848484848485
"181","07640",0.25
"182","07641",0.523809523809524
"183","07642",0.627450980392157
"184","07643",0.844748858447489
"185","07644",0.838961038961039
"186","07645",0.6875
"187","07646",0.688073394495413
"188","07647",0.588235294117647
"189","07648",0.580645161290323
"190","07649",0.354838709677419
"191","07650",0.766666666666667
"192","07652",0.574712643678161
"193","07653",0.2
"194","07656",0.285714285714286
"195","07657",0.625
"196","07660",0.721153846153846
"197","07661",0.592592592592593
"198","07662",0.683673469387755
"199","07663",0.830935251798561
"200","07666",0.760775862068966
"201","07667",1
"202","07670",0.48
"203","07675",0.630573248407643
"204","07676",0.846153846153846
"205","07677",0.368421052631579
"206","07701",0.661417322834646
"207","07702",0.659574468085106
"208","07704",0.363636363636364
"209","07710",1
"210","07711",0.555555555555556
"211","07712",0.693877551020408
"212","07715",1
"213","07716",0.581967213114754
"214","07717",0.25
"215","07718",0.833333333333333
"216","07719",0.689252336448598
"217","07720",0.5
"218","07721",0.775
"219","07722",0.388888888888889
"220","07723",0.2
"221","07724",0.738853503184713
"222","07726",0.666666666666667
"223","07727",0.640718562874252
"224","07728",0.678899082568807
"225","07730",0.796008869179601
"226","07731",0.793687451886066
"227","07732",0.648148148148148
"228","07733",0.287292817679558
"229","07734",0.794952681388013
"230","07735",0.799373040752351
"231","07737",0.797979797979798
"232","07738",0.513513513513513
"233","07739",0.519230769230769
"234","07740",0.793103448275862
"235","07746",0.572481572481572
"236","07747",0.755395683453237
"237","07748",0.774038461538462
"238","07750",0.481481481481481
"239","07751",0.479651162790698
"240","07753",0.839168490153173
"241","07755",0.730337078651685
"242","07756",0.625
"243","07757",0.689320388349515
"244","07758",0.812121212121212
"245","07760",0.337078651685393
"246","07762",0.768595041322314
"247","07763",1
"248","07764",0.666666666666667
"249","07765",0.75
"250","07801",0.872521246458923
"251","07803",0.8625
"252","07806",1
"253","07821",0.55
"254","07822",0.380952380952381
"255","07823",0.606060606060606
"256","07825",0.457317073170732
"257","07826",0.5
"258","07827",0.859375
"259","07828",0.678899082568807
"260","07830",0.236559139784946
"261","07831",1
"262","07832",0.425531914893617
"263","07834",0.587155963302752
"264","07836",0.64957264957265
"265","07838",0.67741935483871
"266","07840",0.716101694915254
"267","07843",0.784615384615385
"268","07844",0.5
"269","07847",0.777777777777778
"270","07848",0.603174603174603
"271","07849",0.61864406779661
"272","07850",0.80327868852459
"273","07852",0.685714285714286
"274","07853",0.4296875
"275","07856",0.80952380952381
"276","07857",0.758620689655172
"277","07860",0.61128526645768
"278","07863",0.8
"279","07865",0.564102564102564
"280","07866",0.683673469387755
"281","07869",0.562913907284768
"282","07871",0.469387755102041
"283","07874",0.757575757575758
"284","07875",1
"285","07876",0.792
"286","07877",1
"287","07878",0.666666666666667
"288","07880",0.4
"289","07882",0.655172413793103
"290","07885",0.865497076023392
"291","07901",0.442622950819672
"292","07920",0.389380530973451
"293","07921",0.382352941176471
"294","07922",0.584905660377358
"295","07924",0.375
"296","07926",0.25
"297","07927",0.583333333333333
"298","07928",0.272727272727273
"299","07930",0.178571428571429
"300","07931",0.242424242424242
"301","07932",0.375
"302","07933",0.478260869565217
"303","07934",0.461538461538462
"304","07936",0.581632653061224
"305","07938",0.5
"306","07940",0.283950617283951
"307","07945",0.243243243243243
"308","07946",0.4375
"309","07950",0.598039215686274
"310","07960",0.545454545454545
"311","07974",0.46875
"312","07976",0.181818181818182
"313","07977",0.5
"314","07980",0.6
"315","07981",0.576923076923077
"316","08001",0.607594936708861
"317","08002",0.754756871035941
"318","08003",0.64297520661157
"319","08004",0.772222222222222
"320","08005",0.840133222314738
"321","08006",0.484848484848485
"322","08007",0.662790697674419
"323","08008",0.469613259668508
"324","08009",0.767241379310345
"325","08010",0.86038961038961
"326","08011",0.666666666666667
"327","08012",0.754303599374022
"328","08014",0.833333333333333
"329","08015",0.796477495107632
"330","08016",0.742094861660079
"331","08018",0.767123287671233
"332","08019",0.6
"333","08020",0.657894736842105
"334","08021",0.805748265609514
"335","08022",0.677152317880795
"336","08023",0.866666666666667
"337","08024",1
"338","08025",0.666666666666667
"339","08026",0.727272727272727
"340","08027",0.812297734627832
"341","08028",0.741258741258741
"342","08029",0.815789473684211
"343","08030",0.785310734463277
"344","08031",0.824404761904762
"345","08032",0.91304347826087
"346","08033",0.475
"347","08034",0.659574468085106
"348","08035",0.606060606060606
"349","08036",0.61046511627907
"350","08037",0.684324324324324
"351","08038",0.7
"352","08039",0.444444444444444
"353","08041",0.5
"354","08042",0.714285714285714
"355","08043",0.628230616302187
"356","08045",0.897727272727273
"357","08046",0.870680628272251
"358","08048",0.599415204678363
"359","08049",0.791666666666667
"360","08050",0.790344827586207
"361","08051",0.644295302013423
"362","08052",0.768683274021352
"363","08053",0.667695473251029
"364","08054",0.604469273743017
"365","08055",0.494623655913978
"366","08056",0.606741573033708
"367","08057",0.45
"368","08058",1
"369","08059",0.732876712328767
"370","08060",0.758212877792378
"371","08061",0.694444444444444
"372","08062",0.439344262295082
"373","08063",0.778947368421053
"374","08064",0.75
"375","08065",0.682926829268293
"376","08066",0.758771929824561
"377","08067",0.690789473684211
"378","08068",0.855421686746988
"379","08069",0.816901408450704
"380","08070",0.809963099630996
"381","08071",0.696517412935323
"382","08072",0.772727272727273
"383","08073",1
"384","08074",0.428571428571429
"385","08075",0.707930367504836
"386","08077",0.6484375
"387","08078",0.842323651452282
"388","08079",0.752834467120181
"389","08080",0.684124386252046
"390","08081",0.810084825636192
"391","08082",1
"392","08083",0.725609756097561
"393","08084",0.714285714285714
"394","08085",0.67741935483871
"395","08086",0.67906976744186
"396","08087",0.832896804609743
"397","08088",0.656804733727811
"398","08089",0.736607142857143
"399","08090",0.7375
"400","08091",0.677725118483412
"401","08092",0.730769230769231
"402","08093",0.739910313901345
"403","08094",0.744324324324324
"404","08095",0.590909090909091
"405","08096",0.766439909297052
"406","08097",0.702702702702703
"407","08098",0.638190954773869
"408","08102",0.4
"409","08103",0.833333333333333
"410","08104",0.9
"411","08105",0.784615384615385
"412","08106",0.62962962962963
"413","08107",0.743589743589744
"414","08108",0.672985781990521
"415","08109",0.811676082862524
"416","08110",0.853333333333333
"417","08195",1
"418","08201",0.765682656826568
"419","08202",0.557142857142857
"420","08203",0.700251889168766
"421","08204",0.774719673802243
"422","08205",0.800763358778626
"423","08210",0.750300120048019
"424","08212",0.321428571428571
"425","08213",0.666666666666667
"426","08214",0.696969696969697
"427","08215",0.732231404958678
"428","08217",0.722222222222222
"429","08218",0.85
"430","08219",0.870967741935484
"431","08220",0.769230769230769
"432","08221",0.633204633204633
"433","08223",0.716535433070866
"434","08224",0.652173913043478
"435","08225",0.762376237623762
"436","08226",0.564853556485356
"437","08228",1
"438","08230",0.651162790697674
"439","08231",0.666666666666667
"440","08232",0.914619883040936
"441","08233",1
"442","08234",0.803123864874682
"443","08240",0.722222222222222
"444","08241",0.536363636363636
"445","08242",0.916666666666667
"446","08243",0.612244897959184
"447","08244",0.783606557377049
"448","08245",0.807692307692308
"449","08246",0.869565217391304
"450","08247",0.5
"451","08248",0.666666666666667
"452","08249",1
"453","08250",0.5
"454","08251",0.87736900780379
"455","08252",0.826086956521739
"456","08255",1
"457","08260",0.83419689119171
"458","08270",0.706484641638225
"459","08302",0.804496578690127
"460","08310",0.792682926829268
"461","08311",0.735537190082645
"462","08312",0.803398058252427
"463","08313",1
"464","08314",0.736842105263158
"465","08315",0.75
"466","08316",0.909090909090909
"467","08317",0.675324675324675
"468","08318",0.653526970954357
"469","08319",0.634615384615385
"470","08320",0.666666666666667
"471","08321",0.823529411764706
"472","08322",0.685534591194969
"473","08323",0.526315789473684
"474","08324",0.789473684210526
"475","08326",0.849315068493151
"476","08327",0.833333333333333
"477","08328",0.744186046511628
"478","08329",0.5
"479","08330",0.75
"480","08332",0.839580209895052
"481","08340",0.610169491525424
"482","08341",0.754716981132076
"483","08342",0.866666666666667
"484","08343",0.583333333333333
"485","08344",0.694174757281553
"486","08345",0.785714285714286
"487","08346",0.813559322033898
"488","08347",0.909090909090909
"489","08348",0.769230769230769
"490","08349",0.855072463768116
"491","08350",0.710526315789474
"492","08351",0.5
"493","08352",0.666666666666667
"494","08353",1
"495","08356",1
"496","08358",1
"497","08360",0.731617647058823
"498","08361",0.672199170124481
"499","08400",1
"500","08401",0.858895705521472
"501","08402",0.674757281553398
"502","08403",0.5
"503","08406",0.75
"504","08501",0.635922330097087
"505","08502",0.313364055299539
"506","08504",0.666666666666667
"507","08505",0.633928571428571
"508","08510",0.521739130434783
"509","08511",0.625
"510","08512",0.467005076142132
"511","08514",0.577777777777778
"512","08515",0.317073170731707
"513","08518",0.574468085106383
"514","08520",0.635
"515","08521",1
"516","08525",0.256880733944954
"517","08527",0.75
"518","08528",0.5
"519","08530",0.314814814814815
"520","08533",0.577380952380952
"521","08534",0.315068493150685
"522","08535",0.5
"523","08536",0.269090909090909
"524","08540",0.286637931034483
"525","08542",0.375
"526","08544",1
"527","08546",1
"528","08550",0.363636363636364
"529","08551",0.320610687022901
"530","08552",0.714285714285714
"531","08553",0.230769230769231
"532","08554",0.634146341463415
"533","08555",0.777777777777778
"534","08558",0.26271186440678
"535","08559",0.271844660194175
"536","08560",0.4
"537","08561",0.5
"538","08562",0.531531531531532
"539","08579",1
"540","08608",0.5
"541","08609",0.777777777777778
"542","08610",0.776898734177215
"543","08611",0.634615384615385
"544","08618",0.800847457627119
"545","08619",0.721348314606742
"546","08620",0.664359861591695
"547","08628",0.726114649681529
"548","08629",0.819047619047619
"549","08637",1
"550","08638",0.71523178807947
"551","08640",0.995753715498938
"552","08641",1
"553","08645",1
"554","08648",0.639913232104121
"555","08652",1
"556","08690",0.715962441314554
"557","08691",0.351515151515152
"558","08701",0.6164095371669
"559","08720",0.761904761904762
"560","08721",0.827067669172932
"561","08722",0.87219730941704
"562","08723",0.797418073485601
"563","08724",0.808059384941676
"564","08725",1
"565","08729",1
"566","08730",0.741935483870968
"567","08731",0.791976225854383
"568","08732",0.666666666666667
"569","08733",0.894230769230769
"570","08734",0.786941580756014
"571","08735",0.546875
"572","08736",0.697368421052632
"573","08738",0.578947368421053
"574","08739",0.5
"575","08740",0.789473684210526
"576","08741",0.768292682926829
"577","08742",0.695876288659794
"578","08750",0.509433962264151
"579","08751",0.512820512820513
"580","08752",0.525
"581","08753",0.832788416627744
"582","08754",1
"583","08755",0.673469387755102
"584","08756",1
"585","08757",0.916410571604179
"586","08758",0.838187702265372
"587","08759",0.908781484002723
"588","08768",1
"589","08801",0.311688311688312
"590","08802",0.379746835443038
"591","08803",0.8
"592","08804",0.541666666666667
"593","08805",0.775757575757576
"594","08807",0.511111111111111
"595","08808",1
"596","08809",0.446153846153846
"597","08810",0.508670520231214
"598","08812",0.633802816901408
"599","08815",1
"600","08816",0.639303482587065
"601","08817",0.667192429022082
"602","08820",0.4375
"603","08821",0.6
"604","08822",0.395408163265306
"605","08823",0.327586206896552
"606","08824",0.440366972477064
"607","08825",0.368421052631579
"608","08826",0.306666666666667
"609","08827",0.338028169014085
"610","08828",0.76
"611","08829",0.482758620689655
"612","08830",0.706371191135734
"613","08831",0.531712473572939
"614","08832",0.659090909090909
"615","08833",0.319327731092437
"616","08835",0.790780141843972
"617","08836",0.22
"618","08837",0.650537634408602
"619","08840",0.581896551724138
"620","08844",0.317514124293785
"621","08846",0.75
"622","08848",0.377483443708609
"623","08850",0.5
"624","08852",0.326923076923077
"625","08853",0.289473684210526
"626","08854",0.690939881456393
"627","08855",0.333333333333333
"628","08857",0.7734375
"629","08858",0.333333333333333
"630","08859",0.882960413080895
"631","08861",0.816733067729084
"632","08863",0.777777777777778
"633","08865",0.660436137071651
"634","08867",0.387387387387387
"635","08869",0.573643410852713
"636","08872",0.806451612903226
"637","08873",0.685626441199078
"638","08875",0.5
"639","08876",0.642857142857143
"640","08877",1
"641","08879",0.87152034261242
"642","08880",0.844036697247706
"643","08882",0.24390243902439
"644","08884",0.827906976744186
"645","08886",0.58
"646","08887",0.4
"647","08888",0.6
"648","08889",0.323809523809524
"649","08901",0.754189944134078
"650","08902",0.678504672897196
"651","08903",1
"652","08904",0.556521739130435
"653","08906",0.666666666666667
"654","08944",1
"655","092703",1
"656","092707",1
"657","092711",1
"658","094105",1
